title,slug,difficulty,topics
Synonymous Sentences,synonymous-sentences,MEDIUM,"array,hash-table,string,backtracking,sort,union-find"
Handshakes That Don't Cross,handshakes-that-dont-cross,HARD,"math,dynamic-programming"
Shift 2D Grid,shift-2d-grid,EASY,"array,matrix,simulation"
Find Elements in a Contaminated Binary Tree,find-elements-in-a-contaminated-binary-tree,MEDIUM,"hash-table,tree,depth-first-search,breadth-first-search,design,binary-tree"
Greatest Sum Divisible by Three,greatest-sum-divisible-by-three,MEDIUM,"array,dynamic-programming,greedy,sorting"
Minimum Moves to Move a Box to Their Target Location,minimum-moves-to-move-a-box-to-their-target-location,HARD,"array,breadth-first-search,heap-priority-queue,matrix"
Page Recommendations,page-recommendations,MEDIUM,database
Print Immutable Linked List in Reverse,print-immutable-linked-list-in-reverse,MEDIUM,"linked-list,two-pointers,stack,recursion"
Minimum Time Visiting All Points,minimum-time-visiting-all-points,EASY,"array,math,geometry"
Count Servers that Communicate,count-servers-that-communicate,MEDIUM,"array,depth-first-search,breadth-first-search,union-find,matrix,counting"
Search Suggestions System,search-suggestions-system,MEDIUM,"array,string,binary-search,trie,sorting,heap-priority-queue"
Number of Ways to Stay in the Same Place After Some Steps,number-of-ways-to-stay-in-the-same-place-after-some-steps,HARD,dynamic-programming
All People Report to the Given Manager,all-people-report-to-the-given-manager,MEDIUM,database
Hexspeak,hexspeak,EASY,"math,string"
Remove Interval,remove-interval,MEDIUM,array
Delete Tree Nodes,delete-tree-nodes,MEDIUM,"array,tree,depth-first-search,breadth-first-search"
Number of Ships in a Rectangle,number-of-ships-in-a-rectangle,HARD,"array,divide-and-conquer,interactive"
Find Winner on a Tic Tac Toe Game,find-winner-on-a-tic-tac-toe-game,EASY,"array,hash-table,matrix,simulation"
Number of Burgers with No Waste of Ingredients,number-of-burgers-with-no-waste-of-ingredients,MEDIUM,math
Count Square Submatrices with All Ones,count-square-submatrices-with-all-ones,MEDIUM,"array,dynamic-programming,matrix"
Palindrome Partitioning III,palindrome-partitioning-iii,HARD,"string,dynamic-programming"
Traffic Light Controlled Intersection,traffic-light-controlled-intersection,EASY,concurrency
Students and Examinations,students-and-examinations,EASY,database
Subtract the Product and Sum of Digits of an Integer,subtract-the-product-and-sum-of-digits-of-an-integer,EASY,math
Group the People Given the Group Size They Belong To,group-the-people-given-the-group-size-they-belong-to,MEDIUM,"array,hash-table,greedy"
Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold,MEDIUM,"array,binary-search"
Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,HARD,"array,hash-table,bit-manipulation,breadth-first-search,matrix"
Find the Start and End Number of Continuous Ranges,find-the-start-and-end-number-of-continuous-ranges,MEDIUM,database
Iterator for Combination,iterator-for-combination,MEDIUM,"string,backtracking,design,iterator"
Element Appearing More Than 25% In Sorted Array,element-appearing-more-than-25-in-sorted-array,EASY,array
Remove Covered Intervals,remove-covered-intervals,MEDIUM,"array,sorting"
Minimum Falling Path Sum II,minimum-falling-path-sum-ii,HARD,"array,dynamic-programming,matrix"
Convert Binary Number in a Linked List to Integer,convert-binary-number-in-a-linked-list-to-integer,EASY,"linked-list,math"
Sequential Digits,sequential-digits,MEDIUM,enumeration
Maximum Side Length of a Square with Sum Less than or Equal to Threshold,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,MEDIUM,"array,binary-search,matrix,prefix-sum"
Shortest Path in a Grid with Obstacles Elimination,shortest-path-in-a-grid-with-obstacles-elimination,HARD,"array,breadth-first-search,matrix"
Weather Type in Each Country,weather-type-in-each-country,EASY,database
Find Numbers with Even Number of Digits,find-numbers-with-even-number-of-digits,EASY,"array,math"
Divide Array in Sets of K Consecutive Numbers,divide-array-in-sets-of-k-consecutive-numbers,MEDIUM,"array,hash-table,greedy,sorting"
Maximum Number of Occurrences of a Substring,maximum-number-of-occurrences-of-a-substring,MEDIUM,"hash-table,string,sliding-window"
Maximum Candies You Can Get from Boxes,maximum-candies-you-can-get-from-boxes,HARD,"array,breadth-first-search,graph"
Replace Elements with Greatest Element on Right Side,replace-elements-with-greatest-element-on-right-side,EASY,array
Sum of Mutated Array Closest to Target,sum-of-mutated-array-closest-to-target,MEDIUM,"array,binary-search,sorting"
Number of Paths with Max Score,number-of-paths-with-max-score,HARD,"array,dynamic-programming,matrix"
Deepest Leaves Sum,deepest-leaves-sum,MEDIUM,"tree,depth-first-search,breadth-first-search,binary-tree"
Find the Team Size,find-the-team-size,EASY,database
Find N Unique Integers Sum up to Zero,find-n-unique-integers-sum-up-to-zero,EASY,"array,math"
All Elements in Two Binary Search Trees,all-elements-in-two-binary-search-trees,MEDIUM,"tree,depth-first-search,binary-search-tree,sorting,binary-tree"
Jump Game III,jump-game-iii,MEDIUM,"array,depth-first-search,breadth-first-search"
Verbal Arithmetic Puzzle,verbal-arithmetic-puzzle,HARD,"array,math,string,backtracking"
Running Total for Different Genders,running-total-for-different-genders,MEDIUM,database
Decrypt String from Alphabet to Integer Mapping,decrypt-string-from-alphabet-to-integer-mapping,EASY,string
XOR Queries of a Subarray,xor-queries-of-a-subarray,MEDIUM,"array,bit-manipulation,prefix-sum"
Get Watched Videos by Your Friends,get-watched-videos-by-your-friends,MEDIUM,"array,hash-table,breadth-first-search,graph,sorting"
Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome,HARD,"string,dynamic-programming"
Decompress Run-Length Encoded List,decompress-run-length-encoded-list,EASY,array
Matrix Block Sum,matrix-block-sum,MEDIUM,"array,matrix,prefix-sum"
Sum of Nodes with Even-Valued Grandparent,sum-of-nodes-with-even-valued-grandparent,MEDIUM,"tree,depth-first-search,breadth-first-search,binary-tree"
Distinct Echo Substrings,distinct-echo-substrings,HARD,"string,trie,rolling-hash,hash-function"
Convert Integer to the Sum of Two No-Zero Integers,convert-integer-to-the-sum-of-two-no-zero-integers,EASY,math
Minimum Flips to Make a OR b Equal to c,minimum-flips-to-make-a-or-b-equal-to-c,MEDIUM,bit-manipulation
Number of Operations to Make Network Connected,number-of-operations-to-make-network-connected,MEDIUM,"depth-first-search,breadth-first-search,union-find,graph"
Minimum Distance to Type a Word Using Two Fingers,minimum-distance-to-type-a-word-using-two-fingers,HARD,"string,dynamic-programming"
Restaurant Growth,restaurant-growth,MEDIUM,database
Ads Performance,ads-performance,EASY,database
Maximum 69 Number,maximum-69-number,EASY,"math,greedy"
Print Words Vertically,print-words-vertically,MEDIUM,"array,string,simulation"
Delete Leaves With a Given Value,delete-leaves-with-a-given-value,MEDIUM,"tree,depth-first-search,binary-tree"
Minimum Number of Taps to Open to Water a Garden,minimum-number-of-taps-to-open-to-water-a-garden,HARD,"array,dynamic-programming,greedy"
List the Products Ordered in a Period,list-the-products-ordered-in-a-period,EASY,database
Break a Palindrome,break-a-palindrome,MEDIUM,"string,greedy"
Sort the Matrix Diagonally,sort-the-matrix-diagonally,MEDIUM,"array,sorting,matrix"
Reverse Subarray To Maximize Array Value,reverse-subarray-to-maximize-array-value,HARD,"array,math,greedy"
Rank Transform of an Array,rank-transform-of-an-array,EASY,"array,hash-table,sorting"
Remove Palindromic Subsequences,remove-palindromic-subsequences,EASY,"two-pointers,string"
"Filter Restaurants by Vegan-Friendly, Price and Distance",filter-restaurants-by-vegan-friendly-price-and-distance,MEDIUM,"array,sorting"
Find the City With the Smallest Number of Neighbors at a Threshold Distance,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,MEDIUM,"dynamic-programming,graph,shortest-path"
Minimum Difficulty of a Job Schedule,minimum-difficulty-of-a-job-schedule,HARD,"array,dynamic-programming"
Number of Transactions per Visit,number-of-transactions-per-visit,HARD,database
The K Weakest Rows in a Matrix,the-k-weakest-rows-in-a-matrix,EASY,"array,binary-search,sorting,heap-priority-queue,matrix"
Reduce Array Size to The Half,reduce-array-size-to-the-half,MEDIUM,"array,hash-table,greedy,sorting,heap-priority-queue"
Maximum Product of Splitted Binary Tree,maximum-product-of-splitted-binary-tree,MEDIUM,"tree,depth-first-search,binary-tree"
Jump Game V,jump-game-v,HARD,"array,dynamic-programming,sorting"
Movie Rating,movie-rating,MEDIUM,database
Number of Steps to Reduce a Number to Zero,number-of-steps-to-reduce-a-number-to-zero,EASY,"math,bit-manipulation"
Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,MEDIUM,"array,sliding-window"
Angle Between Hands of a Clock,angle-between-hands-of-a-clock,MEDIUM,math
Jump Game IV,jump-game-iv,HARD,"array,hash-table,breadth-first-search"
Check If N and Its Double Exist,check-if-n-and-its-double-exist,EASY,"array,hash-table,two-pointers,binary-search,sorting"
Minimum Number of Steps to Make Two Strings Anagram,minimum-number-of-steps-to-make-two-strings-anagram,MEDIUM,"hash-table,string,counting"
Tweet Counts Per Frequency,tweet-counts-per-frequency,MEDIUM,"hash-table,string,binary-search,design,sorting,ordered-set"
Maximum Students Taking Exam,maximum-students-taking-exam,HARD,"array,dynamic-programming,bit-manipulation,matrix,bitmask"
Students With Invalid Departments,students-with-invalid-departments,EASY,database
Count Negative Numbers in a Sorted Matrix,count-negative-numbers-in-a-sorted-matrix,EASY,"array,binary-search,matrix"
Product of the Last K Numbers,product-of-the-last-k-numbers,MEDIUM,"array,math,design,data-stream,prefix-sum"
Maximum Number of Events That Can Be Attended,maximum-number-of-events-that-can-be-attended,MEDIUM,"array,greedy,sorting,heap-priority-queue"
Construct Target Array With Multiple Sums,construct-target-array-with-multiple-sums,HARD,"array,heap-priority-queue"
Activity Participants,activity-participants,MEDIUM,database
Sort Integers by The Number of 1 Bits,sort-integers-by-the-number-of-1-bits,EASY,"array,bit-manipulation,sorting,counting"
Apply Discount Every n Orders,apply-discount-every-n-orders,MEDIUM,"array,hash-table,design"
Number of Substrings Containing All Three Characters,number-of-substrings-containing-all-three-characters,MEDIUM,"hash-table,string,sliding-window"
Count All Valid Pickup and Delivery Options,count-all-valid-pickup-and-delivery-options,HARD,"math,dynamic-programming,combinatorics"
Number of Days Between Two Dates,number-of-days-between-two-dates,EASY,"math,string"
Validate Binary Tree Nodes,validate-binary-tree-nodes,MEDIUM,"tree,depth-first-search,breadth-first-search,union-find,graph,binary-tree"
Closest Divisors,closest-divisors,MEDIUM,math
Largest Multiple of Three,largest-multiple-of-three,HARD,"array,math,dynamic-programming,greedy,sorting"
Number of Trusted Contacts of a Customer,number-of-trusted-contacts-of-a-customer,MEDIUM,database
How Many Numbers Are Smaller Than the Current Number,how-many-numbers-are-smaller-than-the-current-number,EASY,"array,hash-table,sorting,counting-sort"
Rank Teams by Votes,rank-teams-by-votes,MEDIUM,"array,hash-table,string,sorting,counting"
Linked List in Binary Tree,linked-list-in-binary-tree,MEDIUM,"linked-list,tree,depth-first-search,binary-tree"
Minimum Cost to Make at Least One Valid Path in a Grid,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,HARD,"array,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path"
Get the Second Most Recent Activity,get-the-second-most-recent-activity,HARD,database
Increasing Decreasing String,increasing-decreasing-string,EASY,"hash-table,string,counting"
Find the Longest Substring Containing Vowels in Even Counts,find-the-longest-substring-containing-vowels-in-even-counts,MEDIUM,"hash-table,string,bit-manipulation,prefix-sum"
Longest ZigZag Path in a Binary Tree,longest-zigzag-path-in-a-binary-tree,MEDIUM,"dynamic-programming,tree,depth-first-search,binary-tree"
Maximum Sum BST in Binary Tree,maximum-sum-bst-in-binary-tree,HARD,"dynamic-programming,tree,depth-first-search,binary-search-tree,binary-tree"
Generate a String With Characters That Have Odd Counts,generate-a-string-with-characters-that-have-odd-counts,EASY,string
Number of Times Binary String Is Prefix-Aligned,number-of-times-binary-string-is-prefix-aligned,MEDIUM,array
Time Needed to Inform All Employees,time-needed-to-inform-all-employees,MEDIUM,"tree,depth-first-search,breadth-first-search"
Frog Position After T Seconds,frog-position-after-t-seconds,HARD,"tree,depth-first-search,breadth-first-search,graph"
Replace Employee ID With The Unique Identifier,replace-employee-id-with-the-unique-identifier,EASY,database
Find a Corresponding Node of a Binary Tree in a Clone of That Tree,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,EASY,"tree,depth-first-search,breadth-first-search,binary-tree"
Lucky Numbers in a Matrix,lucky-numbers-in-a-matrix,EASY,"array,matrix"
Design a Stack With Increment Operation,design-a-stack-with-increment-operation,MEDIUM,"array,stack,design"
Balance a Binary Search Tree,balance-a-binary-search-tree,MEDIUM,"divide-and-conquer,greedy,tree,depth-first-search,binary-search-tree,binary-tree"
Maximum Performance of a Team,maximum-performance-of-a-team,HARD,"array,greedy,sorting,heap-priority-queue"
Total Sales Amount by Year,total-sales-amount-by-year,HARD,database
Find the Distance Value Between Two Arrays,find-the-distance-value-between-two-arrays,EASY,"array,two-pointers,binary-search,sorting"
Cinema Seat Allocation,cinema-seat-allocation,MEDIUM,"array,hash-table,greedy,bit-manipulation"
Sort Integers by The Power Value,sort-integers-by-the-power-value,MEDIUM,"dynamic-programming,memoization,sorting"
Pizza With 3n Slices,pizza-with-3n-slices,HARD,"array,dynamic-programming,greedy,heap-priority-queue"
Create Target Array in the Given Order,create-target-array-in-the-given-order,EASY,"array,simulation"
Four Divisors,four-divisors,MEDIUM,"array,math"
Check if There is a Valid Path in a Grid,check-if-there-is-a-valid-path-in-a-grid,MEDIUM,"array,depth-first-search,breadth-first-search,union-find,matrix"
Longest Happy Prefix,longest-happy-prefix,HARD,"string,rolling-hash,string-matching,hash-function"
Capital Gain/Loss,capital-gainloss,MEDIUM,database
Find Lucky Integer in an Array,find-lucky-integer-in-an-array,EASY,"array,hash-table,counting"
Count Number of Teams,count-number-of-teams,MEDIUM,"array,dynamic-programming,binary-indexed-tree,segment-tree"
Design Underground System,design-underground-system,MEDIUM,"hash-table,string,design"
Find All Good Strings,find-all-good-strings,HARD,"string,dynamic-programming,string-matching"
Customers Who Bought Products A and B but Not C,customers-who-bought-products-a-and-b-but-not-c,MEDIUM,database
Count Largest Group,count-largest-group,EASY,"hash-table,math"
Construct K Palindrome Strings,construct-k-palindrome-strings,MEDIUM,"hash-table,string,greedy,counting"
